HT0143_HT_GB_SH_NA_90_VM_HO-AoYd5,HT0143_HT_GB_SH_NA_DNA_VM_HO-FX1cx,HT0143_HT_GB_SH_NA_DNA_VM_VE-IVjvP,HT0143_HT_GB_SH_NA_DNA_VM_VE-RW8a5,HT1488_HT_GB_SH_NA_DNA_VM_HO-nqPzD,HT1488_HT_GB_SH_NA_DNA_VM_HO-VUVWW,HT3148_HT_GB_SH_NA_90_VM_HO-k2QXo,HT3148_HT_GB_SH_NA_DNA_VM_VE-7S4bf,HT3151_HT_GB_SH_NA_DNA_VM_HO-iPtaz,HT3151_HT_GB_SH_NA_DNA_VM_HO-rPdl9,HT3240_HT_GB_SH_NA_90_VM_HO-D8sJi,HT3240_HT_GB_SH_NA_DNA_VM_VE-h5MwB,HT3763_HT_GB_SH_NA_90_VM_HO-5mJuR,HT3763_HT_GB_SH_NA_DNA_VM_HO-ffvug,HT3763_HT_GB_SH_NA_DNA_VM_VE-o5faf,HT4775_HT_GB_SH_NA_DNA_VM_HO-7xJRW,HT4775_HT_GB_SH_NA_DNA_VM_VE-NHxrV,HT5242_HT_GB_SH_NA_DNA_VM_HO-Xq8AD,HT5242_HT_GB_SH_NA_DNA_VM_VE-VITui,HT6053_HT_GB_SH_NA_90_VM_HO-tycIY,HT6053_HT_GB_SH_NA_DNA_VM_VE-bsJaI,HT7963_HT_GB_SH_NA_90_VM_HO-4vrkf,HT7963_HT_GB_SH_NA_DNA_VM_VE-IvLS3,HT8170_HT_GB_SH_NA_90_VM_HO-nOtnK,HT8170_HT_GB_SH_NA_DNA_VM_VE-EpG9g,HT8253_HT_GB_SH_NA_90_VM_HO-ksXGv,HT8253_HT_GB_SH_NA_DNA_VM_VE-MJG9b,HT8461_HT_GB_SH_NA_90_VM_HO-yhjXd,HT8461_HT_GB_SH_NA_DNA_VM_VE-4nEL3,HT8588_HT_GB_SH_NA_90_VM_HO-HIIAW,HT8588_HT_GB_SH_NA_DNA_VM_VE-T0Vlk,HT9405_HT_GB_SH_NA_90_VM_HO-5sR7R,HT9405_HT_GB_SH_NA_DNA_VM_VE-Nup9R,HT9792_HT_GB_SH_NA_DNA_VM_HO-DzxzI,HT9792_HT_GB_SH_NA_DNA_VM_VE-9IGie,HT_GB_SH_NA_DNA_VM_AX-alU4A,HT_GB_SH_NA_DNA_VM_HO-47caF,HT_GB_SH_NA_DNA_VM_HO-7nvE0,HT_GB_SH_NA_DNA_VM_HO-93Oix,HT_GB_SH_NA_DNA_VM_HO-AB4Kn,HT_GB_SH_NA_DNA_VM_HO-aD3l6,HT_GB_SH_NA_DNA_VM_HO-aq55m,HT_GB_SH_NA_DNA_VM_HO-awezq,HT_GB_SH_NA_DNA_VM_HO-DuTvZ,HT_GB_SH_NA_DNA_VM_HO-HvcMW,HT_GB_SH_NA_DNA_VM_HO-jT2bm,HT_GB_SH_NA_DNA_VM_HO-lt0T4,HT_GB_SH_NA_DNA_VM_HO-QOolI,HT_GB_SH_NA_DNA_VM_HO-qVZ6H,HT_GB_SH_NA_DNA_VM_HO-rDM3R,HT_GB_SH_NA_DNA_VM_HO-rnKdB,HT_GB_SH_NA_DNA_VM_HO-uL9YZ,HT_GB_SH_NA_DNA_VM_HO-XRCzY,HT_GB_SH_NA_DNA_VM_HO-zbqiU,HT_GB_SH_NA_DNA_VM_HO-ZCyNY,HT_GB_SH_NA_DNA_VM_VE-cGlLG,HT_GB_SH_NA_DNA_VM_VE-cL6JU,HT_GB_SH_NA_DNA_VM_VE-lbZus,HT_GB_SH_NA_DNA_VM_VE-o50Y4,HT_GB_SH_NA_DNA_VM_VE-PXFw9,HT_GB_SH_NA_DNA_VM_VE-qDG6Y,HT_GB_SH_NA_DNA_VM_VE-rRjFX,HT_GB_SH_NA_DNA_VM_VE-rSYqc,HT_GB_SH_NA_DNA_VM_VE-sk7RN,HT_GB_SH_NA_DNA_VM_VE-UHfO1,HT_GB_SH_NA_DNA_VM_VE-vpFzQ,HT_GB_SH_NA_DNA_VM_VE-WFeFp,HT_GB_SH_NA_DNA_VM_VE-xkeo9
3.725161656,4.394572027,3.02335839,5.444570447,3.538253887,3.604106691,2.715294155,2.500000037,3.521787171,3.801721236,,,2.093269275,3.293577183,2.103913082,7.528294832,6.028242959,14.19824739,14.85675594,2.950427397,2.101428611,,2.091304401,3.918269288,3.07627123,,2.242857184,2.341666698,2.989473732,2.243750036,2.240000045,2.58571434,2.354717036,3.822120794,4.540718559,,,12.87037037,8.131330468,7.692090395,,5.015517241,2.528780114,3.272026357,,2.711300679,,,3.023279136,4.915197083,4.291714333,13.7,,6.71861471,,,3.9573791,,,4.341686667,,3.847465311,3.7032386,,3.766104108,,2.723153109,5.601176833
3.447195502,4.885293114,3.363282186,2.882336464,3.171346163,3.461193486,2.204166697,2.005063321,3.534636573,3.809564126,,,2.027699566,3.299677409,2.513242054,5.928321866,5.595203849,14.35073819,14.78619099,2.658113266,2.145161329,,2.041176494,3.108642022,2.493578024,,2.328070205,2.025000066,2.226666689,2.147826125,2.064705933,2.738596535,2.223611141,2.385092042,9.146786856,,,12.89487179,8.337826084,8.424489796,,5.107142857,4.467142083,3.187725648,,3.689788073,,,2.792678333,4.232961383,5.5681645,13.6,,6.987224669,,,3.786883862,,,3.06273025,,3.88975795,4.0117683,,2.921252969,,2.558387269,6.438415517
3.164112329,3.527555971,3.02187761,3.538365891,3.655720549,2.551976521,2.345192348,2.047572855,3.528669205,3.928804622,,,2.071428611,3.537668278,2.723012592,8.241426317,6.441164522,13.97438286,14.41200763,2.948638185,2.188732429,,2.246153873,4.598785532,2.690434831,,2.200000048,2.344444487,3.000000053,2.134426263,2.222807066,2.799999952,2.239344294,3.983541137,4.106731051,,,10.1,8.806329126,7.565957447,,5.083333333,3.761742167,3.502737754,,2.659245348,,,3.018936057,2.145215339,4.117743448,13.7,,7.113419906,,,3.851349667,,,2.05805595,,3.9775397,2.777361966,,2.115916919,,2.608245295,4.449952283
3.162850778,3.367621591,3.008133173,4.090552959,3.36080043,3.561601777,2.112069013,2.55428575,3.5314922,3.960499561,,,2.054500033,3.396801425,2.53928575,5.850362748,5.174201771,13.27500573,14.23281293,2.684000043,2.113043513,,2.114285776,3.166803331,2.635682863,,2.366666684,2.00000003,2.421052656,2.313157941,2.175000057,2.590000105,2.219047647,4.036916515,4.077163658,,,12.86444444,8.620434809,7.532026144,,5.048717949,5.75353665,3.198232678,,2.654587212,,,2.263773426,4.42132131,3.373195203,13.8,,8.458296004,,,2.675015308,,,2.675418617,,3.9592969,2.48169561,,2.2308555,,2.504849259,4.051588917
5.123682663,3.278754916,2.98368371,3.171113616,3.515431314,2.762686063,2.724038513,2.016483545,3.521525401,3.98680657,,,2.346046555,3.400579244,2.650416712,7.478356433,6.416277784,13.05901162,13.46851605,3.091880379,2.210526364,,2.222449011,3.067424287,3.176890805,,2.157777817,2.216666699,2.466666718,2.162222269,2.333333333,2.636363701,2.2236364,4.260080954,4.384758633,,,12.94,8.521518955,7.759509202,,5.119753086,5.296198018,2.521840967,,2.69961925,,,2.720380934,4.1740315,3.124801768,14.0,,7.597446803,,,3.9675766,,,2.194554267,,5.597717783,2.735242254,,5.181491855,,3.998150033,6.130236967
4.005754067,5.692398369,3.620363488,3.277092972,3.535436485,3.346634862,2.220833381,2.31061951,3.513820314,3.949600808,,,3.665000104,2.523897963,2.857446855,9.293553043,6.607726836,13.83702972,14.55705524,2.870403634,2.178333374,,2.111111164,4.206400057,3.308823569,,2.311111145,2.075000078,2.581250027,2.133333378,2.357142925,2.78461537,2.333333384,3.656869927,4.617276573,,,10.1,8.691914911,7.949714286,,4.861842105,4.709699217,3.482468763,,2.677072811,,,2.782692138,3.0612499,3.912910206,13.7,,7.782553216,,,3.620719383,,,2.120170883,,3.69547535,3.638218733,,2.640721733,,2.658063088,3.840517383
3.276772522,3.176163724,3.020273515,3.138569588,3.488582256,3.388690889,2.160606106,2.075862109,3.537119007,3.823921032,,,2.633884341,3.525524242,2.659663913,8.822804639,6.440183051,12.34881048,13.25542791,2.718838502,2.080000037,,2.10000007,5.414179188,2.555502434,,2.33061227,2.020000052,2.471428582,2.119230807,2.319999981,2.650000096,2.213750026,3.358918051,4.024299984,,,12.89302326,9.558515253,8.18255814,,5.012820513,4.5716923,3.528791559,,2.691608667,,,2.703524158,3.693433727,2.945798723,14.0,,8.185964952,,,3.502587383,,,3.463197717,,3.94409337,2.5032864,,2.801322294,,2.669286423,4.355952367
3.283477674,3.84718034,2.965969606,3.132955869,3.29222303,3.31029067,2.382882916,2.076811635,3.527820448,3.802649107,,,2.289686136,3.392621101,2.808571473,10.12720716,7.016671218,13.73414976,14.5260037,3.00891094,2.221951252,,2.150000096,3.892063554,2.993396272,,2.200000048,2.033333381,2.931579,2.155000046,2.333333373,2.620000064,2.219697027,3.729500535,3.857127834,,,12.98095238,9.153813548,8.19119171,,5.004040404,4.713116203,3.368894571,,2.922172414,,,2.534699157,2.794204933,3.624191359,13.8,,8.279310366,,,4.018587,,,2.868926106,,2.41933985,4.474378167,,,,4.466561169,3.8697015
3.167236294,4.270200107,2.88443448,3.063110014,3.573387754,2.692456573,2.354838749,2.739446687,3.532889054,3.773672676,,,2.151834896,2.270035344,2.694979122,6.940461864,5.905666602,13.31954738,14.01867545,2.732820556,2.019444499,,2.288461584,3.915325738,2.871171226,,2.313333368,2.51666673,2.292307725,2.065853697,2.366666675,2.514285769,2.221538481,3.780611415,4.03269742,,,12.94210526,9.321702148,8.014880952,,5.0,4.153986864,4.424076367,,2.910363069,,,2.85274,3.393405,2.653216263,13.7,,8.570869599,,,3.687827333,,,2.996103203,,3.953077736,2.691831069,,,,2.790981644,6.522734767
3.887311187,3.535186473,2.930345776,2.849698965,3.563692813,3.31025249,2.307812534,3.330769262,3.529090747,3.79341112,,,2.550826502,3.202290368,2.540350922,8.438084141,6.414125736,13.55941292,14.59563879,2.719095518,2.006666692,,2.241463458,3.407317117,2.950717755,,2.24333338,2.433333397,2.090909156,2.136363694,2.150000057,2.735416685,2.247541027,3.816191154,3.953162151,,,12.82758621,8.83025208,7.52804878,,4.98375,4.04464095,3.302266424,,3.308473,,,2.681690773,3.6663587,2.955528174,13.9,,8.913419907,,,4.279931535,,,2.715564745,,4.459221237,2.723427893,,,,3.366376661,3.607569044
3.367894167,3.591551315,3.67665579,3.233827465,3.532340121,3.429179832,2.885686299,3.014649734,3.546250467,3.786213513,,,2.739485026,2.745716201,2.715812011,9.127925944,6.938145875,13.60306092,14.44247522,3.084518885,2.095744724,,2.263414676,3.397254963,2.364737982,,2.28571432,2.050000072,2.241666714,2.094545477,2.059090983,2.624242486,2.140506359,4.084703449,3.913573708,,,12.86923077,9.170212754,7.816568047,,5.089108911,3.956777333,2.539250932,,2.920792,,,2.83371034,2.731736917,2.045521615,14.0,,8.847679331,,,3.672085013,,,2.221364658,,4.486545616,2.53379519,,,,3.044455019,3.799018707
3.420592058,3.461498665,2.7859235,2.998601539,3.54008741,3.372812277,3.014285793,2.293430699,3.542746092,3.781462204,,,2.764628868,2.649599443,2.63541672,9.109135488,6.909674996,12.41070482,13.24615127,2.594152095,2.178000042,,2.304651213,4.400787489,2.802577362,,2.122188304,2.462500036,2.404000059,2.100000051,2.193333387,2.80588237,2.372142883,4.204626029,4.308337602,,,12.81777778,8.912765955,7.910362694,,4.5,4.144577966,4.163844351,,2.845983263,,,3.123173864,4.670647948,3.365653775,13.9,,9.074778721,,,4.04901655,,,2.523568692,,4.344870095,3.826723783,,,,2.473591543,3.968108333
3.445005924,3.445607368,3.009219847,2.959550276,3.507075374,3.384874209,2.087878816,2.567605683,3.536557021,3.808572926,,,2.878968304,3.187157427,2.721912397,8.984674399,6.730300593,13.11945376,14.17436111,2.839269451,2.03571432,,2.326315848,4.564705977,2.96261687,,2.345238138,2.515789546,2.300000039,2.114285754,2.121428617,2.800000032,2.180597056,3.673369832,4.464663542,,,12.83478261,9.284810135,7.79483871,,4.81125,5.9202647,3.535745627,,2.894700358,,,2.667094276,4.327731483,3.529295095,13.9,,10.77423578,,,5.308437567,,,2.676962,,4.363406731,2.45383031,,,,3.201731797,4.052541132
3.597116101,3.341262012,4.779817986,3.721008455,3.46090274,3.341218549,3.211111165,2.150000046,3.523685499,3.791488136,,,3.00246918,3.226109176,2.675111153,7.507246157,6.174420494,13.38359276,13.76125102,2.680555605,2.234545508,,2.157142869,3.375655481,2.769067837,,2.195833385,2.171428646,2.141176539,2.019753128,2.261111167,2.655555603,2.147663575,4.289836633,3.993570074,,,12.99534884,8.969130466,7.739181287,,5.214736842,3.468038966,3.41848315,,2.782122558,,,2.74999525,3.266978983,3.798276429,13.8,,9.548497826,,,4.072233,,,2.165683746,,4.115063794,2.440671962,,,,4.6338447,2.83095055
3.39532102,3.083031788,2.94563274,3.356793465,3.434629158,3.283385533,2.512500047,2.309876598,3.529849217,3.767954279,,,2.742796659,2.541436457,2.715350924,3.69217627,3.755290161,13.89066696,14.43349396,2.708407129,2.081579008,,2.163829819,3.135094382,3.615126118,,2.23157899,2.538461612,2.56363639,2.103773603,2.172727314,2.625000119,2.25000006,3.846055621,4.608166556,,,13.05777778,7.503896148,7.985082873,,5.031868132,3.9147925,3.956219117,,3.424835136,,,2.656216731,2.133409833,3.028352058,13.8,,9.809401712,,,3.74171739,,,3.734067817,,4.228311386,2.528384375,,,,3.98568605,5.447342152
3.27465184,3.378452775,3.074131111,2.846021352,3.467783509,3.224941744,2.088235329,2.470930274,3.54497189,3.746496991,,,2.865020624,3.023713711,2.652964995,6.874676207,5.729976427,13.96688831,14.64612262,2.657964653,2.206185614,,2.159523847,3.214728731,2.795634965,,2.200000048,2.200000048,2.642105316,2.039285741,2.182758664,2.657575817,2.194117688,3.759607999,4.198593029,,,12.95384615,8.944017109,10.4,,5.161,2.705463041,3.8743513,,2.64784964,,,2.525100121,2.443987932,3.551146905,14.56196319,,10.06753246,,,3.787465458,,,2.175444236,,3.773374333,2.516721054,,,,2.908315411,3.700048423
3.352665762,3.351311327,3.17312823,2.938951207,3.532549231,3.271745492,2.210526356,2.621428609,3.546343239,3.751683185,,,2.681512648,2.952005633,2.838787938,7.106835168,5.976277238,14.07654556,14.75259937,2.903381699,2.119607874,,2.386274581,2.758301201,2.510138303,,2.240909132,2.322222259,2.169230782,2.078125052,2.06250006,2.571428617,2.231250044,3.400327189,4.040186493,,,13.07777778,9.605020922,8.089325843,,4.978846154,4.149643431,3.885278482,,2.878321576,,,2.504191694,2.252310051,3.732965205,14.6753012,,10.13187774,,,3.582788068,,,2.379493102,,4.050970134,2.476681517,,,,2.942563621,3.2080476
3.481385163,3.280383686,2.976592738,3.319410912,3.55458808,3.349511105,2.613114795,2.17101454,3.502091975,3.778855981,,,2.463800945,3.390415466,2.243111157,7.338994128,6.288952953,13.16974388,13.72086804,2.862910848,2.113793143,,2.261538505,3.567623007,3.083333377,,2.426785746,2.430769278,2.233333349,2.050000058,2.154166728,2.694444511,2.285000056,3.166259878,3.601016339,,,10.1,9.484388199,8.697740113,,4.99875,4.066479467,4.115624983,,3.6232328,,,2.491783828,2.178922431,3.433023465,14.83823529,,10.12703862,,,3.981202983,,,3.327830322,,3.195690803,2.76018635,,,,2.839487967,2.181564548
3.32439008,3.931422875,5.054663077,2.873346626,3.549533351,3.378136556,2.344444478,2.588888935,3.498126481,3.969544658,,,2.745726536,2.812935981,2.329515458,7.571153088,5.615764469,14.12073384,14.90052869,2.846808553,2.12564108,,2.382352998,4.190384686,2.358181863,,2.230000043,2.133333365,2.609091,2.09032261,2.261904796,2.650000066,2.275000043,4.212253409,3.527662982,,,10.5,9.374248912,7.940123457,,5.032941176,4.352833932,2.796668309,,2.970155483,,,2.476793915,3.642032667,2.148399496,14.8425,,10.17863248,,,3.439700131,,,3.110250383,,3.963842609,2.800241267,,,,2.957672117,5.483603286
3.548747778,3.516715796,5.052296606,4.795950831,3.544525004,3.363653915,2.521739162,2.922727341,3.465752095,3.979856444,,,2.762551496,2.223254872,2.481147582,7.803312049,6.13583152,13.44317262,14.06846567,2.718777337,2.137500036,,2.044444482,4.381451691,2.24639644,,2.219444494,2.100000064,2.400000047,2.056250048,2.132258092,2.539393988,2.188461563,4.148489466,4.314108889,,,10.4,8.866952773,8.338323353,,5.079365079,4.51752696,4.195976119,,2.746126196,,,2.371685458,2.978110376,3.419532278,14.77114094,,11.11061947,,,4.044265643,,,2.256548442,,4.889150838,3.369764121,,,,2.337516181,3.230074767
3.323731772,3.163489595,3.078188822,3.15338205,3.553305743,3.36303368,2.569620304,2.209708773,3.450249986,4.015260752,,,2.714693924,2.842358742,2.626400047,8.035471009,6.265397735,13.88491675,14.52103315,2.380476234,2.235714336,,2.25000004,4.150862139,3.002941217,,2.200000048,2.25000006,2.200000048,2.060377386,2.307547214,2.590909141,2.293877602,3.84264548,4.264587033,,,13.14390244,18.78823533,7.803289474,,2.46,4.554413873,3.704096717,,2.746127679,,,2.053545081,3.055433638,3.165643955,14.95962733,,10.50255318,,,4.010662648,,,3.664794233,,2.043524408,2.797893643,,,,3.410032054,6.161716208
3.292902255,3.20734844,2.999498467,3.180034759,3.446452561,3.343281366,2.856140392,2.233333372,3.432189615,4.017798169,,,2.591555599,3.736952143,2.614224183,8.412636947,6.550872976,12.63482469,13.40906123,2.547272772,2.041935532,,2.269444502,4.233596911,2.689333376,,2.200000048,2.240000009,2.537500083,2.031250052,2.248387144,2.643076959,2.171428599,4.302592896,3.935330785,,,13.2975,5.259055149,8.004268293,,4.0,4.184505961,4.607363831,,3.352624847,,,2.352439429,2.036601475,3.832104356,7.075,,11.14999997,,,3.587471067,,,3.415056583,,3.70439893,2.729049649,,,,3.82898705,4.106084304
3.259934003,3.430820308,3.02741977,3.758366247,3.521695331,3.283289487,2.215384648,2.160194222,3.441310283,3.840249689,,,2.651111156,2.609764722,2.596902701,8.273573748,6.343686615,13.48978853,13.58940101,2.584049123,2.176388926,,2.295000052,3.91276601,2.404954999,,2.162500054,2.260000038,2.333333413,2.080000043,2.228125021,2.389473748,2.231111142,3.759608222,4.434080018,,,12.96216216,6.075943407,8.024852071,,5.139370079,4.039834054,3.582525845,,3.006064782,,,2.919455915,2.883777864,3.285793394,13.9,,10.94177217,,,3.181459833,,,2.481304102,,3.838203632,2.687887246,,,,3.34490795,5.592411419
3.811106032,3.126270557,3.160887931,2.863322938,3.596410694,3.391009163,2.365517279,2.232631612,3.572814638,3.791370324,,,2.490443161,2.469871576,2.435714335,8.371081739,6.40819262,12.97341737,13.60027331,2.554814865,2.187234085,,2.525000061,4.851751067,2.137104108,,2.04705886,2.020000052,2.466666698,2.066031801,2.050000072,2.625806478,2.159677465,3.782292277,3.914674828,,,13.00769231,4.324359096,8.429341317,,4.1,3.959658667,4.086090847,,3.0379175,,,2.668356737,2.460584525,3.603974861,13.7,,11.61459226,,,3.541810236,,,2.56076939,,3.951733887,2.53804669,,,,3.2381389,4.789025986
3.29809427,4.922360884,3.090922472,2.819526317,3.589472062,3.472020086,2.677777809,2.672463832,3.568513636,3.791508979,,,2.825595289,2.383220044,2.666250056,9.036263983,6.365450081,13.62490605,14.13119968,2.501470638,2.180487845,,2.027586246,4.813207634,2.36756762,,2.288461566,2.507142918,2.433333397,2.016666713,2.060000062,2.52469139,2.246000056,3.446620951,4.03393123,,,13.00666667,4.690434804,11.5,,4.0,4.160059443,4.210254322,,3.380463509,,,2.29605925,2.605201324,4.292400405,13.9,,11.39567097,,,2.340351838,,,2.069672526,,3.933115257,3.484660339,,,,3.068936867,4.383157799
3.267842775,3.387535525,3.060332113,2.898095205,3.582368393,3.450566256,2.950000042,3.054237331,3.526405182,3.965992835,,,2.289130469,2.348523113,2.549561455,9.082850082,6.541656894,13.9702486,14.59337697,2.686592226,2.055263181,,2.054166724,4.185477259,2.107582975,,2.194444498,2.333333333,2.275000036,2.260000062,2.062500045,2.505128246,2.119117663,4.448139386,3.813133538,,,12.92857143,4.924352312,11.4,,3.9,3.176351129,3.683746733,,2.980082241,,,2.630913984,3.006214102,3.927848357,13.8,,11.65787229,,,2.672849855,,,3.652507158,,3.840582286,2.428543839,,,,3.018826517,2.002976062
3.175228659,3.295099844,3.106688576,4.012077207,3.42542696,3.412170087,2.471851895,3.038157932,3.556433086,3.782863289,,,2.329694366,2.250218912,2.474895453,6.429450479,5.49611052,13.81646587,14.76906072,2.768181866,2.067857195,,2.350000048,4.6097657,2.42985786,,2.206250042,2.071428622,2.583333453,2.25,2.014285752,2.436619785,2.115151535,3.836034952,5.025158569,,,13.06,4.784313782,8.417647059,,5.475,3.994191581,3.568054458,,3.152968298,,,2.6798614,2.39072405,3.518178243,13.8,,11.50254234,,,3.239186581,,,3.169907509,,3.66428647,2.782743415,,,,3.8656492,4.272611708
3.193523631,3.966462967,3.04402909,3.320259817,3.398003392,3.217004624,2.376000044,2.607407458,3.522340851,3.795237895,,,2.473728863,2.903821196,2.372815576,8.441834166,6.410659015,13.65232618,13.6533744,2.709022592,2.109523844,,2.404000044,5.265298593,2.101769951,,2.061643896,2.383333365,2.780000019,2.090909113,2.035000068,2.246917861,2.294590693,4.00304003,4.054300887,,,13.086,4.793706377,11.5,,4.772727273,4.176720707,3.123652381,,2.02563773,,,2.465803726,2.123629527,3.456928178,14.0,,10.55360363,,,3.262790069,,,3.548840467,,4.066436548,3.76693595,,,,2.760053558,4.066958029
3.837415525,3.144297689,3.366106998,2.822366418,3.424297413,3.189554171,2.449549591,3.098550798,3.515919515,3.753603675,,,2.530204131,2.601698003,2.347234091,7.56236481,6.197828888,14.27140855,14.41723842,2.831284956,2.064285749,,2.312500045,3.945679077,2.22037919,,2.176923129,2.469230835,2.580000067,2.193650832,2.109090957,2.390789512,2.125423759,3.98886329,4.152183234,,,12.2125,4.891129136,11.7,,4.829824561,2.395606567,3.320637845,,2.913039925,,,2.792904492,3.974235576,3.680129781,13.9,,11.99191488,,,3.114696964,,,2.148769417,,3.910108718,2.788241638,,,,2.396029768,5.466967915
3.09165414,3.051447977,4.484901718,2.834676378,3.446779223,3.214769246,2.098765473,2.91052636,3.534790133,3.766334421,,,2.552173974,2.764632362,2.568421088,8.828436486,6.812163863,13.23442712,13.97377174,2.842198628,2.032692341,,2.285714303,4.403007609,2.020952421,,2.240000041,2.066666762,2.650000035,2.536363681,2.150000069,2.483783825,2.135135148,4.208807276,4.263866733,,,12.30625,5.319026563,11.45,,4.94057971,3.540162634,3.641399085,,2.982690509,,,2.457375259,2.398638508,3.916880681,13.9,,12.79662446,,,2.972287758,,,2.7752885,,4.357930889,2.477957776,,,,2.605096296,3.129619863
3.322822104,3.120754636,2.947160085,3.525927629,3.465571646,3.239216649,2.078333386,3.360714346,3.55181135,3.763501498,,,2.50172419,2.940794083,2.491630004,7.157871948,6.122560623,13.33411508,13.73143532,2.66790545,2.039215724,,2.080000073,3.638235343,2.476097606,,2.165000057,2.133333365,2.485714316,2.482352986,2.114285784,2.361194096,2.188571453,4.054468318,4.371688721,,,11.35714286,4.403030367,9.427272727,,4.975342466,4.040697333,3.5668068,,3.070055567,,,2.89031445,2.808995333,3.612191921,13.9,,13.04310346,,,3.235478915,,,3.269654464,,4.303038547,2.514570414,,,,2.897491383,4.492024465
5.01133957,4.200787312,3.195098969,3.181468568,3.518375326,3.218572152,2.325274767,2.339285748,3.562575115,3.758963996,,,2.392825157,2.822439575,2.419230811,7.345080702,6.198197738,13.14800146,13.81293555,2.613754691,2.187804937,,2.241176504,3.306756792,2.500000048,,2.263636401,2.436363719,2.350000024,2.762963004,2.127272801,2.385714347,2.264705936,4.104512574,4.204777916,,,12.41538462,5.642056077,7.368531469,,4.973529412,4.059580164,4.126167915,,3.150493019,,,3.035407879,3.592879172,5.043287786,13.8,,12.69699573,,,3.013823345,,,2.361301093,,3.786203458,3.229720983,,,,3.542694,5.971784133
3.249786151,3.441962147,3.496684072,3.426642711,3.61655907,3.280722842,2.682758662,2.384269694,3.543300417,3.788720436,,,2.475431083,3.120514372,2.535371225,8.427264483,6.864960866,13.64117806,14.0266243,2.705882406,2.018518558,,2.30277781,3.053629075,2.839320436,,2.150000056,2.300000005,2.100000024,2.947169871,2.093750082,2.502816949,2.104761935,3.578057037,4.600357819,,,12.45925926,5.344059417,7.826737968,,4.723333333,3.764417986,4.545854817,,3.20762513,,,2.503933509,3.46967675,3.867037194,13.7,,12.84267243,,,3.303212317,,,2.803694023,,3.578078705,2.801696783,,,,3.5578754,5.439096261
3.40004813,3.101065538,3.056816564,2.689905235,3.60015983,3.375418922,2.997826138,2.051666705,3.532157,3.755903789,,,2.455895245,2.856887561,2.339906146,7.955882392,6.454127632,11.50932457,10.40781086,2.797610968,2.078431419,,2.393103501,3.332342058,2.840000086,,2.133333385,2.370000029,2.057142922,2.776923132,2.038095298,2.335714333,2.118461568,3.409602254,3.681504096,,,10.4,4.229197032,7.00962963,,4.722105263,3.668196179,4.262685509,,3.712759533,,,2.566025824,2.576846398,4.46694208,13.8,,13.77727261,,,3.475071638,,,3.202709967,,3.909278259,2.870915946,,,,5.743653467,4.350139329
3.440434528,3.08580715,3.012921693,2.698709873,3.613992419,3.34632613,3.03272732,2.422666715,2.466174542,3.49115764,,,2.398739542,2.326181666,2.519815712,8.860803454,6.889404577,14.19298893,14.27662585,2.860550516,2.097014979,,2.321739186,2.858577448,2.015934096,,2.20434787,2.100000024,2.299999952,2.720000052,2.095652238,2.40000007,2.182051295,4.19606532,3.626281407,,,12.74,4.804145116,7.524074074,,4.998823529,3.870883742,3.912520617,,2.737193867,,,2.628333471,4.005309833,4.446609307,13.9,,6.560122642,,,3.233397053,,,2.01642415,,3.14149475,3.576584638,,,,2.915417153,4.200509778
3.251776132,3.572575591,3.472201241,3.174602616,3.610625339,3.351994978,2.737500043,3.123809591,3.548478985,3.762972447,,,2.344394659,2.885366463,2.266210094,8.682460711,6.947571014,13.4109021,13.4284229,2.626206941,2.022807063,,2.323076968,2.541422639,2.162555102,,2.06792459,2.118750058,2.066666762,2.350000038,2.022222267,2.501666709,2.092000008,4.279756628,4.492873216,,,12.95,4.371038317,7.214375,,4.793055556,4.12946077,3.917141833,,2.933010418,,,2.875568571,3.700666542,3.881753556,13.7,,8.993273489,,,2.236795445,,,3.0455858,,3.967136776,2.807261746,,,,3.599197797,4.852730865
5.328539243,3.281749228,2.921303996,4.022535609,3.649075187,3.390001303,3.03584909,2.834883765,3.525810242,3.776640588,,,2.349777821,2.187492041,2.465975145,9.084332714,7.221237726,13.35892908,14.02357534,2.580116999,2.011764744,,2.106666692,3.874485656,2.275742622,,2.185714336,2.508333395,2.233333349,2.730000051,2.00000002,2.423684274,2.086666697,3.426904645,4.496080156,,,13.00344828,6.436521735,7.478881988,,4.968493151,4.036131132,3.799880033,,2.683759971,,,3.084820778,2.564359702,5.467816903,13.8,,5.959090948,,,3.271367439,,,3.562936133,,3.510816333,2.975431982,,,,2.755728375,5.201802972
5.28603099,3.417950554,3.186585685,3.162916969,3.116417028,3.425558202,2.98947376,2.225490231,3.54501681,3.764809714,,,2.482378906,2.321553556,2.63794471,8.086035077,6.385324187,13.69465806,11.95042354,2.596923134,2.104444496,,2.082608757,3.583691039,2.56292687,,2.185185238,2.454545487,2.537500083,2.929729797,2.020000052,2.424528356,2.232432475,3.408304665,3.754581813,,,12.65416667,6.473191468,7.791666667,,5.264772727,4.700159042,4.545102783,,2.915364059,,,2.71047378,3.080399411,3.709877152,13.7,,8.212107697,,,2.027678902,,,2.707863667,,2.894258641,2.16750662,,,,2.870907113,4.403889855
